ticket_code,employee_id,technician_id,date_created,date_resolved,issue_category,issue_subcategory,priority,status,channel,resolution_time_hours,sla_target_hours,sla_met,satisfaction_score
TKT-02382,23,10,2026-06-18 12:49:00,2026-06-18 18:22:00,Account Access,MFA Issue,Medium,Resolved,Email,5.55,24,1,4
TKT-02383,419,6,2025-10-01 15:44:00,2025-10-01 23:59:00,Software,Microsoft 365 Issue,Medium,Resolved,Email,8.25,24,1,4
TKT-02384,298,4,2026-06-02 12:20:00,2026-06-02 17:42:48,Account Access,Password Reset,Medium,Resolved,Phone,5.38,24,1,5
TKT-02385,376,5,2025-08-22 11:45:00,2025-08-22 17:25:48,Network,Wi-Fi Connectivity,High,Resolved,Portal,5.68,8,1,4
TKT-02386,240,7,2025-09-24 11:58:00,2025-09-24 13:02:48,Account Access,Password Reset,High,Resolved,Email,1.08,8,1,5
TKT-02387,322,5,2025-03-20 16:41:00,2025-03-21 23:48:12,Hardware,Keyboard/Mouse,Medium,Resolved,Phone,31.12,24,0,1
TKT-02388,383,1,2025-03-27 14:10:00,2025-03-28 01:14:12,Software,Application Access,Medium,Resolved,Email,11.07,24,1,4
TKT-02389,267,12,2026-03-26 13:50:00,2026-03-26 14:36:48,Account Access,Password Reset,High,Resolved,Email,0.78,8,1,4
TKT-02390,404,10,2025-12-25 11:27:00,2025-12-26 05:26:24,Network,VPN Connection,Low,Closed,Portal,17.99,48,1,4
TKT-02391,37,9,2026-01-13 12:16:00,2026-01-13 13:14:12,Security,Suspicious Email,High,Resolved,Walk-up,0.97,8,1,3
TKT-02392,256,10,2025-08-22 14:56:00,2025-08-24 05:01:24,Network,VPN Connection,Medium,Resolved,Portal,38.09,24,0,2
TKT-02393,191,3,2025-08-18 16:48:00,2025-08-18 22:24:00,Software,Microsoft 365 Issue,High,Resolved,Walk-up,5.60,8,1,4
TKT-02394,85,6,2025-08-18 13:34:00,2025-08-18 15:43:00,Account Access,MFA Issue,Critical,Resolved,Email,2.15,4,1,4
TKT-02395,356,2,2025-05-15 13:15:00,2025-05-15 20:35:24,Account Access,Permissions Request,Critical,Resolved,Phone,7.34,4,0,1
TKT-02396,98,6,2025-03-27 19:24:00,2025-03-28 06:07:48,Security,Phishing Report,Medium,Resolved,Portal,10.73,24,1,4
TKT-02397,111,11,2025-06-24 11:12:00,2025-06-26 14:23:24,Software,Browser Issue,Medium,Resolved,Phone,51.19,24,0,3
TKT-02398,479,8,2026-05-12 11:13:00,2026-05-12 12:47:48,Account Access,Password Reset,Medium,Resolved,Portal,1.58,24,1,4
TKT-02399,453,12,2025-10-17 11:08:00,2025-10-17 23:05:36,Account Access,Permissions Request,Medium,Resolved,Portal,11.96,24,1,4
TKT-02400,283,11,2025-10-28 13:35:00,2025-10-29 14:38:36,Hardware,Laptop Won't Start,Medium,Closed,Portal,25.06,24,0,2
TKT-02401,252,9,2026-08-24 08:57:00,2026-08-24 17:18:00,Software,Software Installation,Medium,Closed,Email,8.35,24,1,5
TKT-02402,454,8,2025-03-14 18:21:00,2025-03-14 19:51:36,Account Access,Password Reset,High,Resolved,Email,1.51,8,1,4
TKT-02403,149,6,2025-10-22 16:05:00,2025-10-22 18:29:00,Hardware,Monitor Issue,Critical,Resolved,Phone,2.40,4,1,5
TKT-02404,249,8,2025-07-23 15:26:00,2025-07-24 02:52:24,Software,Application Crash,Low,Resolved,Phone,11.44,48,1,5
TKT-02405,376,1,2025-06-17 07:10:00,2025-06-17 08:41:48,Account Access,MFA Issue,High,Closed,Email,1.53,8,1,4
TKT-02406,48,4,2026-07-14 10:05:00,2026-07-14 13:03:48,Software,Application Crash,Medium,Resolved,Email,2.98,24,1,5
TKT-02407,449,4,2025-02-10 18:09:00,2025-02-12 13:45:00,Account Access,Password Reset,Medium,Closed,Portal,43.60,24,0,2
TKT-02408,254,7,2025-10-24 14:46:00,2025-10-25 09:10:36,Hardware,Keyboard/Mouse,Medium,Resolved,Email,18.41,24,1,4
TKT-02409,204,10,2025-04-14 10:27:00,2025-04-14 21:36:00,Hardware,Battery/Power,Medium,Resolved,Portal,11.15,24,1,4
TKT-02410,165,8,2025-09-26 10:05:00,2025-09-26 16:49:24,Hardware,Docking Station,Medium,Closed,Phone,6.74,24,1,4
TKT-02411,246,8,2026-06-29 10:37:00,2026-07-01 04:35:48,Network,VPN Connection,Medium,Resolved,Portal,41.98,24,0,3
TKT-02412,491,11,2026-01-20 18:25:00,2026-01-20 23:43:00,Network,Slow Network,Medium,Resolved,Portal,5.30,24,1,4
TKT-02413,328,12,2025-03-25 08:14:00,2025-03-25 09:56:00,Account Access,Password Reset,High,Resolved,Walk-up,1.70,8,1,5
TKT-02414,466,5,2025-05-30 12:52:00,2025-05-30 15:41:48,Security,Suspicious Email,Critical,Resolved,Phone,2.83,4,1,5
TKT-02415,97,2,2026-08-12 11:34:00,2026-08-12 14:39:24,Software,Microsoft 365 Issue,Medium,Resolved,Portal,3.09,24,1,5
TKT-02416,100,8,2025-01-03 11:55:00,2025-01-05 04:20:12,Software,Application Crash,Low,Resolved,Portal,40.42,48,1,5
TKT-02417,433,11,2026-02-19 12:20:00,2026-02-19 19:17:36,Software,Application Crash,Medium,Resolved,Portal,6.96,24,1,3
TKT-02418,160,1,2025-10-08 14:34:00,2025-10-09 05:33:24,Network,Wi-Fi Connectivity,Medium,Closed,Email,14.99,24,1,3
TKT-02419,226,11,2025-10-03 19:57:00,2025-10-03 22:27:36,Printing,Print Queue Stuck,High,Resolved,Phone,2.51,8,1,4
TKT-02420,329,11,2025-10-01 11:59:00,2025-10-01 13:20:36,Account Access,Password Reset,Low,Resolved,Walk-up,1.36,48,1,3
TKT-02421,213,6,2025-03-27 17:40:00,2025-03-27 22:45:24,Account Access,MFA Issue,Medium,Resolved,Email,5.09,24,1,5
TKT-02422,353,9,2025-01-29 19:57:00,2025-02-02 13:07:48,Network,VPN Connection,Low,Resolved,Walk-up,89.18,48,0,1
TKT-02423,219,6,2026-07-21 18:08:00,2026-07-23 01:05:36,Software,Microsoft 365 Issue,Low,Closed,Phone,30.96,48,1,4
TKT-02424,246,9,2025-08-27 15:28:00,2025-08-27 19:20:48,Security,Suspicious Email,Critical,Resolved,Phone,3.88,4,1,4
TKT-02425,469,10,2026-01-01 14:07:00,2026-01-01 23:09:24,Software,Software Installation,High,Closed,Email,9.04,8,0,3
TKT-02426,423,3,2025-02-14 13:19:00,2025-02-14 22:37:00,Software,Application Crash,Medium,Resolved,Portal,9.30,24,1,4
TKT-02427,301,6,2025-10-06 16:24:00,2025-10-07 10:13:12,Network,VPN Connection,High,Resolved,Email,17.82,8,0,1
TKT-02428,413,4,2026-01-23 15:52:00,2026-01-23 17:19:00,Network,No Internet Access,Critical,Resolved,Email,1.45,4,1,4
TKT-02429,404,4,2025-03-14 10:40:00,2025-03-14 22:13:36,Security,Suspicious Email,Medium,Resolved,Portal,11.56,24,1,3
TKT-02430,113,6,2026-01-21 10:24:00,2026-01-21 12:13:12,Software,Microsoft 365 Issue,High,Resolved,Portal,1.82,8,1,5
TKT-02431,217,3,2026-02-09 15:03:00,2026-02-09 18:17:24,Software,Microsoft 365 Issue,High,Resolved,Portal,3.24,8,1,4
TKT-02432,108,2,2025-05-21 08:28:00,2025-05-21 17:34:36,Hardware,Battery/Power,Low,Closed,Portal,9.11,48,1,4
TKT-02433,239,4,2026-04-27 10:52:00,2026-04-28 19:31:36,Printing,Printer Offline,Medium,Closed,Portal,32.66,24,0,1
TKT-02434,250,4,2025-11-10 08:14:00,2025-11-10 14:54:48,Security,Suspicious Email,Critical,Resolved,Portal,6.68,4,0,2
TKT-02435,458,8,2026-04-09 15:30:00,2026-04-10 03:33:00,Software,Software Installation,Medium,Resolved,Email,12.05,24,1,5
TKT-02436,125,3,2026-02-25 18:33:00,2026-02-26 22:07:12,Hardware,Keyboard/Mouse,Medium,Resolved,Portal,27.57,24,0,2
TKT-02437,61,10,2026-05-15 11:10:00,2026-05-15 17:15:24,Account Access,Password Reset,Medium,Resolved,Portal,6.09,24,1,5
TKT-02438,342,6,2025-12-02 09:03:00,2025-12-02 10:39:00,Software,Application Crash,Critical,Closed,Portal,1.60,4,1,5
TKT-02439,288,2,2025-12-01 18:26:00,2025-12-01 23:33:12,Security,Suspicious Email,High,Closed,Portal,5.12,8,1,4
TKT-02440,238,3,2025-08-28 13:44:00,2025-08-28 16:12:48,Software,Application Access,High,Closed,Walk-up,2.48,8,1,4
TKT-02441,351,3,2026-08-04 17:22:00,2026-08-04 22:27:24,Security,Malware Alert,Medium,Closed,Portal,5.09,24,1,5
TKT-02442,426,1,2025-01-30 07:31:00,2025-01-30 20:04:36,Network,No Internet Access,Low,Resolved,Phone,12.56,48,1,3
TKT-02443,298,7,2025-01-31 12:25:00,2025-02-01 04:46:36,Account Access,Locked Account,Low,Closed,Phone,16.36,48,1,4
TKT-02444,118,8,2026-05-08 08:13:00,2026-05-08 19:09:24,Hardware,Laptop Performance,Medium,Resolved,Portal,10.94,24,1,5
TKT-02445,154,10,2026-06-24 10:31:00,2026-06-24 13:13:36,Account Access,MFA Issue,High,Resolved,Portal,2.71,8,1,3
TKT-02446,260,5,2025-01-28 14:56:00,2025-01-28 18:38:36,Security,Suspicious Email,Medium,Resolved,Phone,3.71,24,1,3
TKT-02447,424,12,2025-04-03 09:57:00,2025-04-03 11:16:12,Security,Malware Alert,High,Resolved,Portal,1.32,8,1,4
TKT-02448,141,4,2026-08-18 16:53:00,2026-08-18 19:48:12,Software,Application Crash,High,Resolved,Portal,2.92,8,1,3
TKT-02449,267,10,2025-09-18 18:42:00,2025-09-20 00:52:12,Security,Phishing Report,Medium,Resolved,Portal,30.17,24,0,1
TKT-02450,86,11,2025-11-05 10:40:00,2025-11-06 00:20:12,Software,Software Installation,Medium,Closed,Phone,13.67,24,1,5
TKT-02451,445,8,2025-10-20 17:14:00,2025-10-20 18:19:24,Account Access,Password Reset,Medium,Resolved,Email,1.09,24,1,5
TKT-02452,467,4,2025-10-10 08:07:00,2025-10-10 16:51:24,Network,Wi-Fi Connectivity,Low,Resolved,Email,8.74,48,1,3
TKT-02453,67,2,2025-10-20 09:05:00,2025-10-20 11:17:00,Network,Wi-Fi Connectivity,High,Closed,Phone,2.20,8,1,5
TKT-02454,114,5,2025-04-25 10:50:00,2025-04-25 20:14:36,Account Access,Permissions Request,Low,Closed,Email,9.41,48,1,3
TKT-02455,219,9,2026-04-14 11:35:00,2026-04-15 11:33:12,Hardware,Battery/Power,Medium,Closed,Email,23.97,24,1,4
TKT-02456,203,5,2025-04-10 12:58:00,2025-04-11 03:02:12,Account Access,Locked Account,Low,Resolved,Email,14.07,48,1,5
TKT-02457,211,3,2025-01-21 09:14:00,2025-01-21 16:00:48,Network,Slow Network,Medium,Closed,Portal,6.78,24,1,4
TKT-02458,332,11,2026-05-11 09:12:00,2026-05-11 12:57:36,Security,Lost/Stolen Device,High,Resolved,Email,3.76,8,1,5
TKT-02459,286,12,2025-07-15 14:25:00,2025-07-16 16:43:00,Security,Phishing Report,Medium,Resolved,Email,26.30,24,0,2
TKT-02460,143,8,2026-04-09 16:35:00,2026-04-09 21:59:00,Network,VPN Connection,High,Resolved,Portal,5.40,8,1,4
TKT-02461,143,6,2026-01-22 11:40:00,2026-01-22 14:06:24,Account Access,Password Reset,Medium,Resolved,Portal,2.44,24,1,5
TKT-02462,37,4,2026-06-11 13:11:00,2026-06-12 00:15:48,Security,Suspicious Email,Medium,Resolved,Portal,11.08,24,1,3
TKT-02463,147,4,2026-03-24 12:52:00,2026-03-24 21:07:00,Account Access,Permissions Request,Low,Resolved,Portal,8.25,48,1,5
TKT-02464,431,1,2025-04-10 15:27:00,2025-04-10 19:31:48,Hardware,Keyboard/Mouse,Medium,Resolved,Email,4.08,24,1,5
TKT-02465,443,11,2025-10-08 14:41:00,2025-10-09 00:27:48,Network,VPN Connection,High,Resolved,Portal,9.78,8,0,2
TKT-02466,92,7,2026-07-10 17:58:00,2026-07-10 22:55:36,Network,Wi-Fi Connectivity,Medium,Closed,Walk-up,4.96,24,1,4
TKT-02467,226,1,2025-10-23 13:04:00,2025-10-23 22:50:48,Network,No Internet Access,Medium,Resolved,Portal,9.78,24,1,5
TKT-02468,164,2,2026-07-20 08:30:00,2026-07-22 07:01:12,Hardware,Battery/Power,Low,Resolved,Portal,46.52,48,1,5
TKT-02469,434,11,2026-04-14 15:44:00,2026-04-15 06:09:12,Network,Wi-Fi Connectivity,Medium,Resolved,Walk-up,14.42,24,1,5
TKT-02470,126,4,2025-12-11 12:29:00,2025-12-11 17:03:12,Security,Malware Alert,High,Resolved,Phone,4.57,8,1,4
TKT-02471,118,8,2026-05-05 14:10:00,2026-05-05 15:35:12,Account Access,Password Reset,Medium,Resolved,Phone,1.42,24,1,4
TKT-02472,48,5,2026-07-14 12:21:00,2026-07-14 16:03:00,Account Access,Password Reset,Medium,Resolved,Email,3.70,24,1,4
TKT-02473,458,7,2025-04-07 10:45:00,2025-04-09 04:50:24,Hardware,Laptop Won't Start,Medium,Resolved,Walk-up,42.09,24,0,2
TKT-02474,131,1,2025-09-10 13:19:00,2025-09-11 07:01:36,Network,VPN Connection,Critical,Resolved,Phone,17.71,4,0,2
TKT-02475,286,1,2025-04-09 10:59:00,2025-04-09 22:42:12,Network,VPN Connection,High,Resolved,Walk-up,11.72,8,0,1
TKT-02476,111,3,2026-05-26 11:16:00,2026-05-26 18:49:00,Hardware,Monitor Issue,High,Closed,Email,7.55,8,1,4
TKT-02477,435,9,2025-05-01 16:58:00,2025-05-01 18:10:00,Security,Phishing Report,High,Resolved,Portal,1.20,8,1,5
TKT-02478,107,8,2025-02-21 19:40:00,2025-02-21 22:32:48,Network,No Internet Access,Critical,Resolved,Portal,2.88,4,1,5
TKT-02479,357,11,2025-06-11 13:13:00,2025-06-11 14:46:00,Security,Suspicious Email,Critical,Resolved,Email,1.55,4,1,4
TKT-02480,99,4,2025-09-11 17:34:00,2025-09-11 22:50:48,Software,Software Installation,High,Resolved,Portal,5.28,8,1,5
TKT-02481,183,11,2026-07-02 10:54:00,2026-07-05 00:10:48,Software,Application Access,Low,Closed,Email,61.28,48,0,4
TKT-02482,461,2,2025-06-25 13:44:00,2025-06-26 04:21:48,Hardware,Keyboard/Mouse,Low,Resolved,Portal,14.63,48,1,5
TKT-02483,325,6,2025-10-08 09:25:00,2025-10-08 12:31:00,Account Access,Locked Account,High,Resolved,Walk-up,3.10,8,1,4
TKT-02484,95,7,2026-07-30 13:00:00,2026-07-30 19:52:12,Account Access,MFA Issue,Medium,Closed,Email,6.87,24,1,4
TKT-02485,41,1,2026-03-02 13:25:00,2026-03-03 02:47:48,Software,Microsoft 365 Issue,Medium,Resolved,Portal,13.38,24,1,4
TKT-02486,43,6,2025-10-16 08:14:00,2025-10-16 11:41:36,Security,Phishing Report,High,Resolved,Portal,3.46,8,1,5
TKT-02487,61,6,2026-02-26 12:57:00,2026-02-27 04:52:12,Software,Microsoft 365 Issue,Medium,Resolved,Phone,15.92,24,1,4
TKT-02488,18,7,2025-05-29 14:20:00,2025-05-29 16:24:48,Account Access,Password Reset,Medium,Closed,Email,2.08,24,1,4
TKT-02489,193,3,2025-01-29 19:00:00,2025-01-29 20:55:48,Account Access,Password Reset,Medium,Closed,Phone,1.93,24,1,4
TKT-02490,30,6,2026-06-24 13:02:00,2026-06-24 14:33:48,Security,Phishing Report,High,Resolved,Email,1.53,8,1,5
TKT-02491,369,5,2025-06-24 08:44:00,2025-06-24 19:53:36,Hardware,Laptop Won't Start,Medium,Closed,Portal,11.16,24,1,4
TKT-02492,21,1,2025-03-31 10:40:00,2025-04-01 04:28:36,Hardware,Docking Station,Medium,Closed,Email,17.81,24,1,5
TKT-02493,420,2,2025-04-30 16:34:00,2025-05-01 04:11:12,Software,Software Installation,Medium,Resolved,Phone,11.62,24,1,5
TKT-02494,14,8,2025-05-12 12:06:00,2025-05-13 05:45:36,Hardware,Laptop Performance,High,Resolved,Email,17.66,8,0,2
TKT-02495,231,11,2025-12-17 12:19:00,2025-12-18 22:34:36,Printing,Printer Offline,Low,Resolved,Portal,34.26,48,1,5
TKT-02496,81,7,2025-09-01 11:03:00,2025-09-01 23:20:24,Network,VPN Connection,High,Resolved,Phone,12.29,8,0,2
TKT-02497,481,1,2025-12-09 12:11:00,2025-12-09 17:24:48,Printing,Driver Issue,Medium,Closed,Email,5.23,24,1,5
TKT-02498,139,7,2025-04-02 18:10:00,2025-04-04 14:59:48,Printing,Driver Issue,Low,Resolved,Portal,44.83,48,1,5
TKT-02499,41,6,2025-10-16 18:30:00,2025-10-21 05:46:12,Software,Browser Issue,Low,Resolved,Portal,107.27,48,0,2
TKT-02500,175,4,2025-02-18 11:02:00,2025-02-19 00:24:12,Network,VPN Connection,High,Resolved,Email,13.37,8,0,1
TKT-02501,285,9,2026-03-02 08:29:00,2026-03-02 21:23:36,Printing,Printer Offline,Medium,Closed,Portal,12.91,24,1,3
TKT-02502,122,11,2025-07-03 08:18:00,2025-07-03 11:48:36,Security,Suspicious Email,High,Closed,Email,3.51,8,1,4
TKT-02503,187,7,2026-01-26 08:05:00,2026-01-26 11:26:00,Network,Wi-Fi Connectivity,High,Resolved,Phone,3.35,8,1,5
TKT-02504,321,11,2025-05-27 08:56:00,2025-05-27 09:47:00,Security,Phishing Report,High,Resolved,Portal,0.85,8,1,4
TKT-02505,395,3,2026-07-22 13:19:00,2026-07-22 16:09:24,Account Access,Locked Account,High,Closed,Portal,2.84,8,1,3
TKT-02506,464,1,2025-04-24 13:54:00,2025-04-24 18:33:00,Printing,Printer Offline,Medium,Resolved,Portal,4.65,24,1,4
TKT-02507,492,1,2025-11-18 09:55:00,2025-11-18 13:55:00,Hardware,Keyboard/Mouse,High,Closed,Portal,4.00,8,1,4
TKT-02508,89,10,2026-07-21 13:54:00,2026-07-21 20:52:12,Software,Application Crash,High,Closed,Portal,6.97,8,1,5
TKT-02509,497,11,2025-12-18 16:30:00,2025-12-19 03:54:36,Account Access,Permissions Request,Medium,Resolved,Portal,11.41,24,1,4
TKT-02510,396,1,2026-02-06 10:21:00,2026-02-07 05:54:00,Network,Wi-Fi Connectivity,Medium,Closed,Portal,19.55,24,1,5
TKT-02511,390,4,2025-12-02 17:19:00,2025-12-03 01:28:00,Network,VPN Connection,Medium,Resolved,Portal,8.15,24,1,3
TKT-02512,274,2,2025-03-05 09:21:00,2025-03-05 20:10:12,Account Access,MFA Issue,Medium,Resolved,Email,10.82,24,1,3
TKT-02513,5,5,2025-02-19 14:48:00,2025-02-19 16:03:00,Account Access,Password Reset,High,Resolved,Walk-up,1.25,8,1,4
TKT-02514,425,2,2025-04-07 11:55:00,2025-04-09 04:21:24,Printing,Printer Offline,Medium,Resolved,Portal,40.44,24,0,3
TKT-02515,51,4,2025-05-01 16:52:00,2025-05-02 08:41:48,Hardware,Laptop Won't Start,Medium,Resolved,Phone,15.83,24,1,5
TKT-02516,280,6,2026-07-28 16:26:00,2026-07-29 12:35:36,Software,Application Access,Medium,Resolved,Walk-up,20.16,24,1,4
TKT-02517,180,11,2026-02-11 13:36:00,2026-02-12 14:29:24,Hardware,Laptop Performance,Low,Resolved,Email,24.89,48,1,4
TKT-02518,435,12,2026-04-10 12:03:00,2026-04-10 13:39:00,Account Access,Locked Account,Critical,Resolved,Email,1.60,4,1,4
TKT-02519,456,4,2025-06-19 09:12:00,2025-06-20 06:06:00,Printing,Driver Issue,Low,Closed,Portal,20.90,48,1,5
TKT-02520,457,6,2026-01-08 13:00:00,2026-01-09 10:57:00,Printing,Print Queue Stuck,Low,Closed,Email,21.95,48,1,4
TKT-02521,219,2,2026-08-20 13:59:00,2026-08-21 16:54:48,Software,Microsoft 365 Issue,Medium,Resolved,Phone,26.93,24,0,3
TKT-02522,453,1,2026-03-11 17:57:00,2026-03-12 02:51:36,Network,Slow Network,Medium,Resolved,Portal,8.91,24,1,5
TKT-02523,171,7,2025-01-06 19:58:00,2025-01-06 21:38:48,Account Access,Password Reset,Medium,Closed,Portal,1.68,24,1,5
TKT-02524,394,6,2025-04-15 07:50:00,2025-04-15 11:05:36,Security,Suspicious Email,High,Resolved,Phone,3.26,8,1,5
TKT-02525,61,1,2025-07-15 12:57:00,2025-07-17 19:43:48,Hardware,Monitor Issue,Medium,Resolved,Portal,54.78,24,0,2
TKT-02526,261,10,2025-12-15 14:24:00,2025-12-15 17:04:12,Account Access,Password Reset,Medium,Closed,Walk-up,2.67,24,1,4
TKT-02527,417,4,2026-03-25 07:03:00,2026-03-27 09:42:36,Hardware,Docking Station,Low,Resolved,Portal,50.66,48,0,1
TKT-02528,199,1,2025-02-12 13:23:00,2025-02-13 02:26:36,Hardware,Laptop Performance,Medium,Resolved,Portal,13.06,24,1,3
TKT-02529,467,8,2025-08-14 08:26:00,2025-08-14 11:02:36,Software,Application Crash,High,Resolved,Email,2.61,8,1,4
TKT-02530,490,7,2026-08-12 15:30:00,2026-08-16 21:07:48,Network,VPN Connection,Low,Resolved,Email,101.63,48,0,2
TKT-02531,273,9,2025-07-03 11:29:00,2025-07-03 12:50:00,Network,Wi-Fi Connectivity,Critical,Resolved,Portal,1.35,4,1,4
TKT-02532,121,1,2025-06-18 12:38:00,2025-06-18 17:51:12,Software,Microsoft 365 Issue,Medium,Resolved,Email,5.22,24,1,4
TKT-02533,341,4,2026-07-03 19:31:00,2026-07-03 21:17:12,Security,Phishing Report,High,Closed,Portal,1.77,8,1,5
TKT-02534,366,4,2025-09-15 16:07:00,2025-09-15 22:50:12,Hardware,Monitor Issue,High,Resolved,Portal,6.72,8,1,4
TKT-02535,382,7,2025-07-24 08:49:00,2025-07-24 13:18:24,Software,Microsoft 365 Issue,High,Closed,Walk-up,4.49,8,1,5
TKT-02536,354,3,2026-06-17 09:12:00,2026-06-19 16:13:48,Software,Application Crash,Medium,Closed,Phone,55.03,24,0,1
TKT-02537,156,10,2025-06-30 08:07:00,2025-07-03 03:05:12,Account Access,Password Reset,Low,Resolved,Phone,66.97,48,0,1
TKT-02538,17,10,2025-02-18 11:05:00,2025-02-18 14:01:24,Security,Suspicious Email,High,Resolved,Email,2.94,8,1,4
TKT-02539,269,2,2026-04-28 16:51:00,2026-04-28 21:24:36,Account Access,MFA Issue,Medium,Resolved,Portal,4.56,24,1,4
TKT-02540,320,11,2025-08-25 13:46:00,2025-08-25 17:46:00,Hardware,Laptop Won't Start,Medium,Resolved,Walk-up,4.00,24,1,5
TKT-02541,247,2,2026-03-04 15:32:00,2026-03-04 19:20:36,Hardware,Monitor Issue,High,Resolved,Portal,3.81,8,1,3
TKT-02542,353,11,2025-10-02 14:25:00,2025-10-03 16:25:36,Printing,Print Queue Stuck,Medium,Resolved,Email,26.01,24,0,2
TKT-02543,363,10,2026-05-13 12:34:00,2026-05-13 13:45:24,Account Access,Password Reset,High,Resolved,Email,1.19,8,1,5
TKT-02544,220,8,2025-11-12 09:34:00,2025-11-12 13:29:48,Network,No Internet Access,Critical,Closed,Email,3.93,4,1,4
TKT-02545,208,5,2025-06-09 12:18:00,2025-06-11 07:37:12,Network,No Internet Access,Medium,Resolved,Email,43.32,24,0,3
TKT-02546,142,4,2026-03-03 10:13:00,2026-03-03 19:12:24,Account Access,Locked Account,Medium,Resolved,Portal,8.99,24,1,4
TKT-02547,281,10,2026-04-01 12:22:00,2026-04-02 06:59:48,Software,Software Installation,Medium,Resolved,Phone,18.63,24,1,4
TKT-02548,30,7,2025-02-24 15:18:00,2025-02-24 18:15:00,Account Access,MFA Issue,Medium,Resolved,Email,2.95,24,1,4
TKT-02549,183,6,2026-07-28 13:38:00,2026-07-28 23:33:12,Network,VPN Connection,High,Resolved,Portal,9.92,8,0,2
TKT-02550,82,11,2026-06-16 14:19:00,2026-06-16 20:44:12,Printing,Printer Offline,Medium,Closed,Portal,6.42,24,1,5
TKT-02551,341,2,2026-08-12 10:48:00,2026-08-12 18:39:00,Network,VPN Connection,Critical,Resolved,Portal,7.85,4,0,4
TKT-02552,203,1,2025-01-09 15:54:00,2025-01-11 21:05:24,Hardware,Battery/Power,Medium,Resolved,Portal,53.19,24,0,4
TKT-02553,497,5,2025-02-18 13:54:00,2025-02-18 18:28:12,Account Access,Locked Account,Medium,Resolved,Portal,4.57,24,1,4
TKT-02554,23,11,2025-09-02 10:50:00,2025-09-02 11:51:48,Account Access,Password Reset,Medium,Resolved,Portal,1.03,24,1,3
TKT-02555,222,12,2026-08-27 08:45:00,2026-08-29 09:04:48,Software,Browser Issue,Medium,Resolved,Portal,48.33,24,0,1
TKT-02556,427,3,2025-01-22 12:34:00,2025-01-23 03:38:12,Network,DNS Resolution,High,Closed,Email,15.07,8,0,3
TKT-02557,30,5,2025-11-28 07:04:00,2025-11-28 19:02:48,Account Access,MFA Issue,Medium,Resolved,Phone,11.98,24,1,4
TKT-02558,389,8,2025-09-25 18:24:00,2025-09-26 07:42:36,Printing,Printer Permissions,Medium,Resolved,Portal,13.31,24,1,4
TKT-02559,19,2,2025-09-03 16:45:00,2025-09-04 13:03:00,Software,Application Crash,Medium,Resolved,Walk-up,20.30,24,1,3
TKT-02560,243,7,2025-01-30 14:56:00,2025-01-30 22:07:24,Hardware,Monitor Issue,High,Resolved,Portal,7.19,8,1,3
TKT-02561,19,3,2026-03-19 11:36:00,2026-03-19 21:17:24,Printing,Printer Permissions,Medium,Resolved,Phone,9.69,24,1,5
TKT-02562,152,2,2025-03-31 17:22:00,2025-04-01 03:07:36,Account Access,MFA Issue,Medium,Resolved,Email,9.76,24,1,5
TKT-02563,385,3,2025-07-01 14:55:00,2025-07-01 18:50:12,Network,Slow Network,High,Closed,Portal,3.92,8,1,4
TKT-02564,440,4,2025-01-21 13:36:00,2025-01-21 21:25:12,Printing,Printer Permissions,Medium,Resolved,Phone,7.82,24,1,4
TKT-02565,83,11,2025-04-04 13:53:00,2025-04-04 23:13:24,Account Access,MFA Issue,Medium,Resolved,Portal,9.34,24,1,3
TKT-02566,476,12,2026-06-02 12:07:00,2026-06-03 07:24:24,Network,Slow Network,Medium,Resolved,Portal,19.29,24,1,5
TKT-02567,209,10,2026-02-27 12:49:00,2026-02-27 15:17:12,Hardware,Battery/Power,Critical,Resolved,Phone,2.47,4,1,4
TKT-02568,249,10,2025-12-31 11:59:00,2025-12-31 16:06:12,Account Access,Password Reset,Medium,Resolved,Phone,4.12,24,1,4
TKT-02569,245,11,2026-06-26 13:45:00,2026-06-28 19:45:36,Network,VPN Connection,Medium,Closed,Email,54.01,24,0,2
TKT-02570,185,12,2026-01-06 14:57:00,2026-01-07 01:28:48,Hardware,Keyboard/Mouse,Medium,Resolved,Phone,10.53,24,1,4
